row_id,qid,sid,points,student_name,student_major,topic_id,topic_name,aid,assignment_name,submission_link,cid,course_name,course_dept,tid,instructor_name,instructor_dept,term
id_30,qid_30,sid_3,3,"Bynum, Justice",Chemistry,topic_id_3,Topic 3,aid_5,Assignment 5,raw_data_simulation_sample_file.pdf,cid_1,Machine Learning,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_31,qid_192,sid_3,10,"Bynum, Justice",Chemistry,topic_id_83,Topic 18,aid_30,Assignment 1,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_32,qid_193,sid_3,1,"Bynum, Justice",Chemistry,topic_id_74,Topic 9,aid_30,Assignment 1,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_33,qid_194,sid_3,5,"Bynum, Justice",Chemistry,topic_id_67,Topic 2,aid_30,Assignment 1,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_34,qid_195,sid_3,2,"Bynum, Justice",Chemistry,topic_id_70,Topic 5,aid_30,Assignment 1,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_35,qid_196,sid_3,7,"Bynum, Justice",Chemistry,topic_id_80,Topic 15,aid_30,Assignment 1,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_36,qid_197,sid_3,8,"Bynum, Justice",Chemistry,topic_id_80,Topic 15,aid_30,Assignment 1,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_37,qid_198,sid_3,8,"Bynum, Justice",Chemistry,topic_id_83,Topic 18,aid_31,Assignment 2,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_38,qid_199,sid_3,2,"Bynum, Justice",Chemistry,topic_id_73,Topic 8,aid_31,Assignment 2,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_39,qid_200,sid_3,3,"Bynum, Justice",Chemistry,topic_id_82,Topic 17,aid_31,Assignment 2,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_40,qid_201,sid_3,4,"Bynum, Justice",Chemistry,topic_id_75,Topic 10,aid_31,Assignment 2,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_41,qid_202,sid_3,7,"Bynum, Justice",Chemistry,topic_id_82,Topic 17,aid_31,Assignment 2,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_42,qid_203,sid_3,8,"Bynum, Justice",Chemistry,topic_id_89,Topic 24,aid_31,Assignment 2,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_43,qid_204,sid_3,5,"Bynum, Justice",Chemistry,topic_id_72,Topic 7,aid_32,Assignment 3,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_44,qid_205,sid_3,3,"Bynum, Justice",Chemistry,topic_id_72,Topic 7,aid_32,Assignment 3,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_45,qid_206,sid_3,10,"Bynum, Justice",Chemistry,topic_id_66,Topic 1,aid_32,Assignment 3,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_46,qid_207,sid_3,4,"Bynum, Justice",Chemistry,topic_id_71,Topic 6,aid_32,Assignment 3,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_47,qid_208,sid_3,2,"Bynum, Justice",Chemistry,topic_id_84,Topic 19,aid_32,Assignment 3,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_48,qid_209,sid_3,4,"Bynum, Justice",Chemistry,topic_id_72,Topic 7,aid_33,Assignment 4,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_49,qid_210,sid_3,5,"Bynum, Justice",Chemistry,topic_id_81,Topic 16,aid_33,Assignment 4,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_50,qid_211,sid_3,5,"Bynum, Justice",Chemistry,topic_id_86,Topic 21,aid_33,Assignment 4,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_51,qid_212,sid_3,8,"Bynum, Justice",Chemistry,topic_id_80,Topic 15,aid_33,Assignment 4,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_52,qid_213,sid_3,10,"Bynum, Justice",Chemistry,topic_id_71,Topic 6,aid_33,Assignment 4,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_53,qid_214,sid_3,6,"Bynum, Justice",Chemistry,topic_id_81,Topic 16,aid_33,Assignment 4,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_54,qid_215,sid_3,4,"Bynum, Justice",Chemistry,topic_id_73,Topic 8,aid_33,Assignment 4,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_55,qid_216,sid_3,9,"Bynum, Justice",Chemistry,topic_id_77,Topic 12,aid_34,Assignment 5,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_56,qid_217,sid_3,7,"Bynum, Justice",Chemistry,topic_id_73,Topic 8,aid_34,Assignment 5,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_57,qid_218,sid_3,7,"Bynum, Justice",Chemistry,topic_id_82,Topic 17,aid_34,Assignment 5,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_58,qid_219,sid_3,5,"Bynum, Justice",Chemistry,topic_id_82,Topic 17,aid_34,Assignment 5,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_59,qid_220,sid_3,2,"Bynum, Justice",Chemistry,topic_id_70,Topic 5,aid_34,Assignment 5,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_60,qid_221,sid_3,3,"Bynum, Justice",Chemistry,topic_id_79,Topic 14,aid_34,Assignment 5,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_61,qid_222,sid_3,10,"Bynum, Justice",Chemistry,topic_id_71,Topic 6,aid_34,Assignment 5,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_62,qid_223,sid_3,1,"Bynum, Justice",Chemistry,topic_id_77,Topic 12,aid_34,Assignment 5,raw_data_simulation_sample_file.pdf,cid_4,Applied Algorithms,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_63,qid_371,sid_3,4,"Bynum, Justice",Chemistry,topic_id_137,Topic 4,aid_58,Assignment 1,raw_data_simulation_sample_file.pdf,cid_7,Exploratory Data Analysis,STAT,tid_18,"Martinez, Diana",STAT,Spring23
id_64,qid_372,sid_3,1,"Bynum, Justice",Chemistry,topic_id_143,Topic 10,aid_58,Assignment 1,raw_data_simulation_sample_file.pdf,cid_7,Exploratory Data Analysis,STAT,tid_18,"Martinez, Diana",STAT,Spring23
id_65,qid_373,sid_3,7,"Bynum, Justice",Chemistry,topic_id_148,Topic 15,aid_58,Assignment 1,raw_data_simulation_sample_file.pdf,cid_7,Exploratory Data Analysis,STAT,tid_18,"Martinez, Diana",STAT,Spring23
id_66,qid_374,sid_3,9,"Bynum, Justice",Chemistry,topic_id_135,Topic 2,aid_58,Assignment 1,raw_data_simulation_sample_file.pdf,cid_7,Exploratory Data Analysis,STAT,tid_18,"Martinez, Diana",STAT,Spring23
id_67,qid_375,sid_3,5,"Bynum, Justice",Chemistry,topic_id_141,Topic 8,aid_58,Assignment 1,raw_data_simulation_sample_file.pdf,cid_7,Exploratory Data Analysis,STAT,tid_18,"Martinez, Diana",STAT,Spring23
id_68,qid_376,sid_3,2,"Bynum, Justice",Chemistry,topic_id_140,Topic 7,aid_58,Assignment 1,raw_data_simulation_sample_file.pdf,cid_7,Exploratory Data Analysis,STAT,tid_18,"Martinez, Diana",STAT,Spring23
id_69,qid_377,sid_3,2,"Bynum, Justice",Chemistry,topic_id_150,Topic 17,aid_58,Assignment 1,raw_data_simulation_sample_file.pdf,cid_7,Exploratory Data Analysis,STAT,tid_18,"Martinez, Diana",STAT,Spring23
id_70,qid_378,sid_3,6,"Bynum, Justice",Chemistry,topic_id_136,Topic 3,aid_59,Assignment 2,raw_data_simulation_sample_file.pdf,cid_7,Exploratory Data Analysis,STAT,tid_18,"Martinez, Diana",STAT,Spring23
id_71,qid_379,sid_3,10,"Bynum, Justice",Chemistry,topic_id_147,Topic 14,aid_59,Assignment 2,raw_data_simulation_sample_file.pdf,cid_7,Exploratory Data Analysis,STAT,tid_18,"Martinez, Diana",STAT,Spring23
id_72,qid_380,sid_3,6,"Bynum, Justice",Chemistry,topic_id_150,Topic 17,aid_59,Assignment 2,raw_data_simulation_sample_file.pdf,cid_7,Exploratory Data Analysis,STAT,tid_18,"Martinez, Diana",STAT,Spring23
id_73,qid_381,sid_3,8,"Bynum, Justice",Chemistry,topic_id_139,Topic 6,aid_59,Assignment 2,raw_data_simulation_sample_file.pdf,cid_7,Exploratory Data Analysis,STAT,tid_18,"Martinez, Diana",STAT,Spring23
id_74,qid_382,sid_3,2,"Bynum, Justice",Chemistry,topic_id_145,Topic 12,aid_59,Assignment 2,raw_data_simulation_sample_file.pdf,cid_7,Exploratory Data Analysis,STAT,tid_18,"Martinez, Diana",STAT,Spring23
id_75,qid_383,sid_3,7,"Bynum, Justice",Chemistry,topic_id_146,Topic 13,aid_59,Assignment 2,raw_data_simulation_sample_file.pdf,cid_7,Exploratory Data Analysis,STAT,tid_18,"Martinez, Diana",STAT,Spring23
id_76,qid_384,sid_3,8,"Bynum, Justice",Chemistry,topic_id_138,Topic 5,aid_59,Assignment 2,raw_data_simulation_sample_file.pdf,cid_7,Exploratory Data Analysis,STAT,tid_18,"Martinez, Diana",STAT,Spring23
id_77,qid_385,sid_3,7,"Bynum, Justice",Chemistry,topic_id_144,Topic 11,aid_60,Assignment 3,raw_data_simulation_sample_file.pdf,cid_7,Exploratory Data Analysis,STAT,tid_18,"Martinez, Diana",STAT,Spring23
id_78,qid_386,sid_3,4,"Bynum, Justice",Chemistry,topic_id_135,Topic 2,aid_60,Assignment 3,raw_data_simulation_sample_file.pdf,cid_7,Exploratory Data Analysis,STAT,tid_18,"Martinez, Diana",STAT,Spring23
id_79,qid_387,sid_3,0,"Bynum, Justice",Chemistry,topic_id_145,Topic 12,aid_60,Assignment 3,raw_data_simulation_sample_file.pdf,cid_7,Exploratory Data Analysis,STAT,tid_18,"Martinez, Diana",STAT,Spring23
id_80,qid_388,sid_3,1,"Bynum, Justice",Chemistry,topic_id_146,Topic 13,aid_60,Assignment 3,raw_data_simulation_sample_file.pdf,cid_7,Exploratory Data Analysis,STAT,tid_18,"Martinez, Diana",STAT,Spring23
id_81,qid_389,sid_3,2,"Bynum, Justice",Chemistry,topic_id_141,Topic 8,aid_60,Assignment 3,raw_data_simulation_sample_file.pdf,cid_7,Exploratory Data Analysis,STAT,tid_18,"Martinez, Diana",STAT,Spring23
id_82,qid_390,sid_3,10,"Bynum, Justice",Chemistry,topic_id_138,Topic 5,aid_60,Assignment 3,raw_data_simulation_sample_file.pdf,cid_7,Exploratory Data Analysis,STAT,tid_18,"Martinez, Diana",STAT,Spring23
id_83,qid_391,sid_3,9,"Bynum, Justice",Chemistry,topic_id_135,Topic 2,aid_60,Assignment 3,raw_data_simulation_sample_file.pdf,cid_7,Exploratory Data Analysis,STAT,tid_18,"Martinez, Diana",STAT,Spring23
id_84,qid_392,sid_3,1,"Bynum, Justice",Chemistry,topic_id_141,Topic 8,aid_61,Assignment 4,raw_data_simulation_sample_file.pdf,cid_7,Exploratory Data Analysis,STAT,tid_18,"Martinez, Diana",STAT,Spring23
id_85,qid_393,sid_3,5,"Bynum, Justice",Chemistry,topic_id_135,Topic 2,aid_61,Assignment 4,raw_data_simulation_sample_file.pdf,cid_7,Exploratory Data Analysis,STAT,tid_18,"Martinez, Diana",STAT,Spring23
id_86,qid_394,sid_3,2,"Bynum, Justice",Chemistry,topic_id_143,Topic 10,aid_61,Assignment 4,raw_data_simulation_sample_file.pdf,cid_7,Exploratory Data Analysis,STAT,tid_18,"Martinez, Diana",STAT,Spring23
id_87,qid_395,sid_3,2,"Bynum, Justice",Chemistry,topic_id_141,Topic 8,aid_61,Assignment 4,raw_data_simulation_sample_file.pdf,cid_7,Exploratory Data Analysis,STAT,tid_18,"Martinez, Diana",STAT,Spring23
id_88,qid_396,sid_3,4,"Bynum, Justice",Chemistry,topic_id_140,Topic 7,aid_61,Assignment 4,raw_data_simulation_sample_file.pdf,cid_7,Exploratory Data Analysis,STAT,tid_18,"Martinez, Diana",STAT,Spring23
id_89,qid_126,sid_8,2,"Kim, Aditya",CS,topic_id_58,Topic 11,aid_20,Assignment 1,raw_data_simulation_sample_file.pdf,cid_3,Introduction to Statistics,STAT,tid_20,"Peralta, Amanda",STAT,Spring23
id_90,qid_127,sid_8,5,"Kim, Aditya",CS,topic_id_58,Topic 11,aid_20,Assignment 1,raw_data_simulation_sample_file.pdf,cid_3,Introduction to Statistics,STAT,tid_20,"Peralta, Amanda",STAT,Spring23
id_91,qid_128,sid_8,7,"Kim, Aditya",CS,topic_id_54,Topic 7,aid_20,Assignment 1,raw_data_simulation_sample_file.pdf,cid_3,Introduction to Statistics,STAT,tid_20,"Peralta, Amanda",STAT,Spring23
id_92,qid_129,sid_8,6,"Kim, Aditya",CS,topic_id_50,Topic 3,aid_20,Assignment 1,raw_data_simulation_sample_file.pdf,cid_3,Introduction to Statistics,STAT,tid_20,"Peralta, Amanda",STAT,Spring23
id_93,qid_130,sid_8,7,"Kim, Aditya",CS,topic_id_63,Topic 16,aid_20,Assignment 1,raw_data_simulation_sample_file.pdf,cid_3,Introduction to Statistics,STAT,tid_20,"Peralta, Amanda",STAT,Spring23
id_94,qid_131,sid_8,2,"Kim, Aditya",CS,topic_id_63,Topic 16,aid_21,Assignment 2,raw_data_simulation_sample_file.pdf,cid_3,Introduction to Statistics,STAT,tid_20,"Peralta, Amanda",STAT,Spring23
id_95,qid_132,sid_8,8,"Kim, Aditya",CS,topic_id_53,Topic 6,aid_21,Assignment 2,raw_data_simulation_sample_file.pdf,cid_3,Introduction to Statistics,STAT,tid_20,"Peralta, Amanda",STAT,Spring23
id_96,qid_133,sid_8,8,"Kim, Aditya",CS,topic_id_56,Topic 9,aid_21,Assignment 2,raw_data_simulation_sample_file.pdf,cid_3,Introduction to Statistics,STAT,tid_20,"Peralta, Amanda",STAT,Spring23
id_97,qid_134,sid_8,8,"Kim, Aditya",CS,topic_id_54,Topic 7,aid_21,Assignment 2,raw_data_simulation_sample_file.pdf,cid_3,Introduction to Statistics,STAT,tid_20,"Peralta, Amanda",STAT,Spring23
id_98,qid_135,sid_8,2,"Kim, Aditya",CS,topic_id_52,Topic 5,aid_21,Assignment 2,raw_data_simulation_sample_file.pdf,cid_3,Introduction to Statistics,STAT,tid_20,"Peralta, Amanda",STAT,Spring23
id_99,qid_136,sid_8,1,"Kim, Aditya",CS,topic_id_49,Topic 2,aid_21,Assignment 2,raw_data_simulation_sample_file.pdf,cid_3,Introduction to Statistics,STAT,tid_20,"Peralta, Amanda",STAT,Spring23
id_100,qid_137,sid_8,6,"Kim, Aditya",CS,topic_id_61,Topic 14,aid_21,Assignment 2,raw_data_simulation_sample_file.pdf,cid_3,Introduction to Statistics,STAT,tid_20,"Peralta, Amanda",STAT,Spring23
id_101,qid_138,sid_8,3,"Kim, Aditya",CS,topic_id_63,Topic 16,aid_22,Assignment 3,raw_data_simulation_sample_file.pdf,cid_3,Introduction to Statistics,STAT,tid_20,"Peralta, Amanda",STAT,Spring23
id_102,qid_139,sid_8,8,"Kim, Aditya",CS,topic_id_63,Topic 16,aid_22,Assignment 3,raw_data_simulation_sample_file.pdf,cid_3,Introduction to Statistics,STAT,tid_20,"Peralta, Amanda",STAT,Spring23
id_103,qid_140,sid_8,3,"Kim, Aditya",CS,topic_id_50,Topic 3,aid_22,Assignment 3,raw_data_simulation_sample_file.pdf,cid_3,Introduction to Statistics,STAT,tid_20,"Peralta, Amanda",STAT,Spring23
id_104,qid_141,sid_8,1,"Kim, Aditya",CS,topic_id_51,Topic 4,aid_22,Assignment 3,raw_data_simulation_sample_file.pdf,cid_3,Introduction to Statistics,STAT,tid_20,"Peralta, Amanda",STAT,Spring23
id_105,qid_142,sid_8,5,"Kim, Aditya",CS,topic_id_57,Topic 10,aid_22,Assignment 3,raw_data_simulation_sample_file.pdf,cid_3,Introduction to Statistics,STAT,tid_20,"Peralta, Amanda",STAT,Spring23
id_106,qid_143,sid_8,4,"Kim, Aditya",CS,topic_id_55,Topic 8,aid_22,Assignment 3,raw_data_simulation_sample_file.pdf,cid_3,Introduction to Statistics,STAT,tid_20,"Peralta, Amanda",STAT,Spring23
id_107,qid_144,sid_8,6,"Kim, Aditya",CS,topic_id_62,Topic 15,aid_22,Assignment 3,raw_data_simulation_sample_file.pdf,cid_3,Introduction to Statistics,STAT,tid_20,"Peralta, Amanda",STAT,Spring23
id_108,qid_145,sid_8,9,"Kim, Aditya",CS,topic_id_52,Topic 5,aid_22,Assignment 3,raw_data_simulation_sample_file.pdf,cid_3,Introduction to Statistics,STAT,tid_20,"Peralta, Amanda",STAT,Spring23
id_109,qid_146,sid_8,3,"Kim, Aditya",CS,topic_id_53,Topic 6,aid_23,Assignment 4,raw_data_simulation_sample_file.pdf,cid_3,Introduction to Statistics,STAT,tid_20,"Peralta, Amanda",STAT,Spring23
id_110,qid_147,sid_8,5,"Kim, Aditya",CS,topic_id_48,Topic 1,aid_23,Assignment 4,raw_data_simulation_sample_file.pdf,cid_3,Introduction to Statistics,STAT,tid_20,"Peralta, Amanda",STAT,Spring23
id_111,qid_148,sid_8,1,"Kim, Aditya",CS,topic_id_59,Topic 12,aid_23,Assignment 4,raw_data_simulation_sample_file.pdf,cid_3,Introduction to Statistics,STAT,tid_20,"Peralta, Amanda",STAT,Spring23
id_112,qid_149,sid_8,1,"Kim, Aditya",CS,topic_id_59,Topic 12,aid_23,Assignment 4,raw_data_simulation_sample_file.pdf,cid_3,Introduction to Statistics,STAT,tid_20,"Peralta, Amanda",STAT,Spring23
id_113,qid_150,sid_8,3,"Kim, Aditya",CS,topic_id_54,Topic 7,aid_23,Assignment 4,raw_data_simulation_sample_file.pdf,cid_3,Introduction to Statistics,STAT,tid_20,"Peralta, Amanda",STAT,Spring23
id_114,qid_151,sid_8,8,"Kim, Aditya",CS,topic_id_55,Topic 8,aid_23,Assignment 4,raw_data_simulation_sample_file.pdf,cid_3,Introduction to Statistics,STAT,tid_20,"Peralta, Amanda",STAT,Spring23
id_115,qid_152,sid_8,4,"Kim, Aditya",CS,topic_id_63,Topic 16,aid_24,Assignment 5,raw_data_simulation_sample_file.pdf,cid_3,Introduction to Statistics,STAT,tid_20,"Peralta, Amanda",STAT,Spring23
id_116,qid_153,sid_8,7,"Kim, Aditya",CS,topic_id_52,Topic 5,aid_24,Assignment 5,raw_data_simulation_sample_file.pdf,cid_3,Introduction to Statistics,STAT,tid_20,"Peralta, Amanda",STAT,Spring23
id_117,qid_154,sid_8,6,"Kim, Aditya",CS,topic_id_48,Topic 1,aid_24,Assignment 5,raw_data_simulation_sample_file.pdf,cid_3,Introduction to Statistics,STAT,tid_20,"Peralta, Amanda",STAT,Spring23
id_118,qid_155,sid_8,4,"Kim, Aditya",CS,topic_id_58,Topic 11,aid_24,Assignment 5,raw_data_simulation_sample_file.pdf,cid_3,Introduction to Statistics,STAT,tid_20,"Peralta, Amanda",STAT,Spring23
id_119,qid_156,sid_8,0,"Kim, Aditya",CS,topic_id_59,Topic 12,aid_24,Assignment 5,raw_data_simulation_sample_file.pdf,cid_3,Introduction to Statistics,STAT,tid_20,"Peralta, Amanda",STAT,Spring23
